type_a,type_b,impact_a,impact_b,flow_after,joint_impact,synergy
GNG642,aPhM2b,16,18,10613,34,0
GNG642,ORN_VC1,16,18,10613,34,0
GNG642,ORN_VM7d,16,18,10613,34,0
GNG642,LgAG2,16,18,10613,34,0
GNG642,DNx01,16,18,10613,34,0
SNxx11,ORN_DA3,29,5,10613,34,0
ORN_DC4,ORN_DA3,29,5,10613,34,0
ORN_DM2,SNxx17,13,21,10613,34,0
ORN_DM2,ORN_DL2v,13,21,10613,34,0
SApp23,LgLG7,27,7,10613,34,0
SApp23,DNg83,27,7,10613,34,0
SApp23,ORN_DL3,27,7,10613,34,0
SApp23,ORN_DM3,27,7,10613,34,0
GNG654,ORN_DL5,14,20,10613,34,0
GNG654,WG2,14,20,10613,34,0
GNG654,LgAG3,14,20,10613,34,0
GNG654,PhG1b,14,20,10613,34,0
GNG654,BM_vOcci_vPoOr,14,20,10613,34,0
GNG654,LB1e,14,20,10613,34,0
GNG654,SNxx30,14,20,10613,34,0
TRN_VP2,ORN_V,18,16,10613,34,0
TRN_VP2,PhG10,18,16,10613,34,0
TRN_VP2,ORN_VL1,18,16,10613,34,0
TRN_VP2,LgLG4,18,16,10613,34,0
TRN_VP2,ORN_VM5d,18,16,10613,34,0
TRN_VP2,SNpp11,18,16,10613,34,0
TRN_VP2,ALBN1,18,16,10613,34,0
TRN_VP2,ENS5,18,16,10613,34,0
TRN_VP2,dorsal_tpGRN,18,16,10613,34,0
TRN_VP2,JO-CA2,18,16,10613,34,0
aPhM2b,ORN_V,18,16,10613,34,0
aPhM2b,PhG10,18,16,10613,34,0
aPhM2b,ORN_VL1,18,16,10613,34,0
aPhM2b,LgLG4,18,16,10613,34,0
aPhM2b,ORN_VM5d,18,16,10613,34,0
aPhM2b,SNpp11,18,16,10613,34,0
aPhM2b,ALBN1,18,16,10613,34,0
aPhM2b,ENS5,18,16,10613,34,0
aPhM2b,dorsal_tpGRN,18,16,10613,34,0
aPhM2b,JO-CA2,18,16,10613,34,0
LB1c,ORN_DA3,29,5,10613,34,0
LgAG9,SNpp35,15,19,10613,34,0
LgAG9,LgAG5,15,19,10613,34,0
LgAG9,LgAG7,15,19,10613,34,0
LgAG9,ORN_DL2d,15,19,10613,34,0
LgAG9,JO-B1_a,15,19,10613,34,0
LgAG9,SNta13,15,19,10613,34,0
ORN_VL2p,LgLG7,27,7,10613,34,0
ORN_VL2p,DNg83,27,7,10613,34,0
ORN_VL2p,ORN_DL3,27,7,10613,34,0
ORN_VL2p,ORN_DM3,27,7,10613,34,0
ORN_DL5,HRN_VP5,20,14,10613,34,0
ORN_DL5,LB4b,20,14,10613,34,0
ORN_DL5,SNxx24,20,14,10613,34,0
ORN_DL5,ORN_VC5,20,14,10613,34,0
ORN_DL5,PhG4,20,14,10613,34,0
ORN_DL5,SNpp06,20,14,10613,34,0
ORN_DL5,BM_MaPa,20,14,10613,34,0
ORN_DL5,PhG14,20,14,10613,34,0
ORN_DL5,SNpp56,20,14,10613,34,0
ORN_DL5,JO-B2,20,14,10613,34,0
ORN_DL5,JO-B1_c,20,14,10613,34,0
ENS3,SNpp62,12,22,10613,34,0
ENS3,SNpp58,12,22,10613,34,0
ENS3,SNxx19,12,22,10613,34,0
ENS3,SNxx21,12,22,10613,34,0
ENS3,JO-B3,12,22,10613,34,0
JO-ED1,R8d,31,3,10613,34,0
SNpp35,ORN_VA1d,19,15,10613,34,0
SNpp35,SNpp57,19,15,10613,34,0
SNpp35,LB1b,19,15,10613,34,0
SNpp35,SNpp12,19,15,10613,34,0
SNpp35,PhG8,19,15,10613,34,0
WG2,HRN_VP5,20,14,10613,34,0
WG2,LB4b,20,14,10613,34,0
WG2,SNxx24,20,14,10613,34,0
WG2,ORN_VC5,20,14,10613,34,0
WG2,PhG4,20,14,10613,34,0
WG2,SNpp06,20,14,10613,34,0
WG2,BM_MaPa,20,14,10613,34,0
WG2,PhG14,20,14,10613,34,0
WG2,SNpp56,20,14,10613,34,0
WG2,JO-B2,20,14,10613,34,0
WG2,JO-B1_c,20,14,10613,34,0
LgAG3,HRN_VP5,20,14,10613,34,0
LgAG3,LB4b,20,14,10613,34,0
LgAG3,SNxx24,20,14,10613,34,0
LgAG3,ORN_VC5,20,14,10613,34,0
LgAG3,PhG4,20,14,10613,34,0
LgAG3,SNpp06,20,14,10613,34,0
LgAG3,BM_MaPa,20,14,10613,34,0
LgAG3,SNpp56,20,14,10613,34,0
LgAG3,JO-B2,20,14,10613,34,0
LgAG3,JO-B1_c,20,14,10613,34,0
SNxx17,DNg20,21,13,10613,34,0
SNxx17,SNxx06,21,13,10613,34,0
SNxx17,SNpp15,21,13,10613,34,0
SNxx17,ORN_DA2,21,13,10613,34,0
SNxx17,PhG16,21,13,10613,34,0
SNxx17,SNpp18,21,13,10613,34,0
SNxx17,LgAG8,21,13,10613,34,0
ORN_V,ORN_VC1,16,18,10613,34,0
ORN_V,ORN_VM7d,16,18,10613,34,0
ORN_V,LgAG2,16,18,10613,34,0
ORN_V,DNx01,16,18,10613,34,0
ORN_VA1v,JO-A1,17,17,10613,34,0
ORN_VA1v,SNpp05,17,17,10613,34,0
ORN_VA1v,SNxx28,17,17,10613,34,0
ORN_VA1v,ORN_VM5v,17,17,10613,34,0
ORN_VA1v,SNpp31,17,17,10613,34,0
ORN_VA1v,SNpp17,17,17,10613,34,0
ORN_VA1v,SNpp01,17,17,10613,34,0
JO-A1,SNpp05,17,17,10613,34,0
JO-A1,SNxx28,17,17,10613,34,0
JO-A1,ORN_VM5v,17,17,10613,34,0
JO-A1,SNpp31,17,17,10613,34,0
JO-A1,SNpp17,17,17,10613,34,0
JO-A1,SNpp01,17,17,10613,34,0
SNxx26,LB4a,25,9,10613,34,0
SNxx26,PhG3,25,9,10613,34,0
SNxx26,SApp21,25,9,10613,34,0
SNxx26,LgAG6,25,9,10613,34,0
SNxx26,tpn MN,25,9,10613,34,0
SNxx26,JO-B4_a,25,9,10613,34,0
ORN_VA2,LB4a,25,9,10613,34,0
ORN_VA2,PhG3,25,9,10613,34,0
ORN_VA2,SApp21,25,9,10613,34,0
ORN_VA2,LgAG6,25,9,10613,34,0
ORN_VA2,tpn MN,25,9,10613,34,0
ORN_VA2,JO-B4_a,25,9,10613,34,0
LgAG5,ORN_VA1d,19,15,10613,34,0
LgAG5,SNpp57,19,15,10613,34,0
LgAG5,SNpp12,19,15,10613,34,0
SNpp10,HBeyelet,26,8,10613,34,0
SNpp10,PhG1a,26,8,10613,34,0
PhG1b,HRN_VP5,20,14,10613,34,0
PhG1b,LB4b,20,14,10613,34,0
PhG1b,SNxx24,20,14,10613,34,0
PhG1b,ORN_VC5,20,14,10613,34,0
PhG1b,SNpp06,20,14,10613,34,0
PhG1b,BM_MaPa,20,14,10613,34,0
PhG1b,PhG14,20,14,10613,34,0
PhG1b,SNpp56,20,14,10613,34,0
PhG1b,JO-B2,20,14,10613,34,0
PhG1b,JO-B1_c,20,14,10613,34,0
HRN_VP5,BM_vOcci_vPoOr,14,20,10613,34,0
HRN_VP5,LB1e,14,20,10613,34,0
HRN_VP5,SNxx30,14,20,10613,34,0
SNpp62,ORN_VM4,22,12,10613,34,0
SNpp62,ENS1,22,12,10613,34,0
SNpp62,PhG13,22,12,10613,34,0
SNpp62,ORN_DC2,22,12,10613,34,0
SNpp62,SNpp37,22,12,10613,34,0
SNpp62,ORN_VC4,22,12,10613,34,0
SNpp62,b2 MN,22,12,10613,34,0
PhG10,ORN_VC1,16,18,10613,34,0
PhG10,ORN_VM7d,16,18,10613,34,0
PhG10,LgAG2,16,18,10613,34,0
PhG10,DNx01,16,18,10613,34,0
SApp01,HBeyelet,26,8,10613,34,0
SApp01,PhG1a,26,8,10613,34,0
LgAG7,ORN_VA1d,19,15,10613,34,0
LgAG7,SNpp57,19,15,10613,34,0
LgAG7,LB1b,19,15,10613,34,0
LgAG7,SNpp12,19,15,10613,34,0
LgAG7,PhG8,19,15,10613,34,0
HRN_VP1l,SNpp02,10,24,10613,34,0
ORN_DL2v,DNg20,21,13,10613,34,0
ORN_DL2v,SNxx06,21,13,10613,34,0
ORN_DL2v,SNpp15,21,13,10613,34,0
ORN_DL2v,ORN_DA2,21,13,10613,34,0
ORN_DL2v,PhG16,21,13,10613,34,0
ORN_DL2v,SNpp18,21,13,10613,34,0
ORN_DL2v,LgAG8,21,13,10613,34,0
LB4b,BM_vOcci_vPoOr,14,20,10613,34,0
LB4b,LB1e,14,20,10613,34,0
LB4b,SNxx30,14,20,10613,34,0
SNxx24,BM_vOcci_vPoOr,14,20,10613,34,0
SNxx24,LB1e,14,20,10613,34,0
SNxx24,SNxx30,14,20,10613,34,0
"SNpp29,SNpp63",ORN_DA3,29,5,10613,34,0
BM_vOcci_vPoOr,ORN_VC5,20,14,10613,34,0
BM_vOcci_vPoOr,PhG4,20,14,10613,34,0
BM_vOcci_vPoOr,SNpp06,20,14,10613,34,0
BM_vOcci_vPoOr,PhG14,20,14,10613,34,0
BM_vOcci_vPoOr,SNpp56,20,14,10613,34,0
BM_vOcci_vPoOr,JO-B2,20,14,10613,34,0
BM_vOcci_vPoOr,JO-B1_c,20,14,10613,34,0
ORN_VC1,ORN_VL1,18,16,10613,34,0
ORN_VC1,LgLG4,18,16,10613,34,0
ORN_VC1,ORN_VM5d,18,16,10613,34,0
ORN_VC1,SNpp11,18,16,10613,34,0
ORN_VC1,ALBN1,18,16,10613,34,0
ORN_VC1,ENS5,18,16,10613,34,0
ORN_VC1,dorsal_tpGRN,18,16,10613,34,0
ORN_VC1,JO-CA2,18,16,10613,34,0
LB1a,ORN_D,11,23,10613,34,0
ORN_VL1,ORN_VM7d,16,18,10613,34,0
ORN_VL1,LgAG2,16,18,10613,34,0
ORN_VL1,DNx01,16,18,10613,34,0
ORN_VM4,SNpp58,12,22,10613,34,0
ORN_VM4,SNxx19,12,22,10613,34,0
ORN_VM4,SNxx21,12,22,10613,34,0
ORN_VM4,JO-B3,12,22,10613,34,0
ORN_DL2d,ORN_VA1d,19,15,10613,34,0
ORN_DL2d,SNpp57,19,15,10613,34,0
ORN_DL2d,LB1b,19,15,10613,34,0
ORN_DL2d,SNpp12,19,15,10613,34,0
ORN_DL2d,PhG8,19,15,10613,34,0
PhG6,SNpp02,10,24,10613,34,0
R8d,SApp13,3,31,10613,34,0
ORN_VM7d,LgLG4,18,16,10613,34,0
ORN_VM7d,ORN_VM5d,18,16,10613,34,0
ORN_VM7d,SNpp11,18,16,10613,34,0
ORN_VM7d,ENS5,18,16,10613,34,0
ORN_VM7d,dorsal_tpGRN,18,16,10613,34,0
ORN_VM7d,JO-CA2,18,16,10613,34,0
ORN_D,SNpp21,23,11,10613,34,0
ORN_D,ORN_VM7v,23,11,10613,34,0
ORN_D,ORN_DL1,23,11,10613,34,0
LB1e,ORN_VC5,20,14,10613,34,0
LB1e,PhG4,20,14,10613,34,0
LB1e,SNpp06,20,14,10613,34,0
LB1e,BM_MaPa,20,14,10613,34,0
LB1e,PhG14,20,14,10613,34,0
LB1e,SNpp56,20,14,10613,34,0
LB1e,JO-B2,20,14,10613,34,0
LB1e,JO-B1_c,20,14,10613,34,0
ORN_VA1d,JO-B1_a,15,19,10613,34,0
ORN_VA1d,SNta13,15,19,10613,34,0
SNpp57,JO-B1_a,15,19,10613,34,0
SNpp57,SNta13,15,19,10613,34,0
ENS1,SNpp58,12,22,10613,34,0
ENS1,SNxx19,12,22,10613,34,0
ENS1,SNxx21,12,22,10613,34,0
ENS1,JO-B3,12,22,10613,34,0
PhG13,SNpp58,12,22,10613,34,0
PhG13,SNxx19,12,22,10613,34,0
PhG13,SNxx21,12,22,10613,34,0
PhG13,JO-B3,12,22,10613,34,0
LgLG4,LgAG2,16,18,10613,34,0
LgLG4,DNx01,16,18,10613,34,0
LB1b,JO-B1_a,15,19,10613,34,0
LB1b,SNta13,15,19,10613,34,0
SNpp58,ORN_DC2,22,12,10613,34,0
SNpp58,SNpp37,22,12,10613,34,0
SNpp58,ORN_VC4,22,12,10613,34,0
SNpp58,b2 MN,22,12,10613,34,0
LgLG7,SNta33,7,27,10613,34,0
SNxx30,ORN_VC5,20,14,10613,34,0
SNxx30,PhG4,20,14,10613,34,0
SNxx30,SNpp06,20,14,10613,34,0
SNxx30,BM_MaPa,20,14,10613,34,0
SNxx30,PhG14,20,14,10613,34,0
SNxx30,SNpp56,20,14,10613,34,0
SNxx30,JO-B2,20,14,10613,34,0
SNxx30,JO-B1_c,20,14,10613,34,0
ORN_VM5d,LgAG2,16,18,10613,34,0
ORN_VM5d,DNx01,16,18,10613,34,0
LgAG2,SNpp11,18,16,10613,34,0
LgAG2,ALBN1,18,16,10613,34,0
LgAG2,ENS5,18,16,10613,34,0
LgAG2,dorsal_tpGRN,18,16,10613,34,0
LgAG2,JO-CA2,18,16,10613,34,0
SNxx19,ORN_DC2,22,12,10613,34,0
SNxx19,SNpp37,22,12,10613,34,0
SNxx19,ORN_VC4,22,12,10613,34,0
SNxx19,b2 MN,22,12,10613,34,0
ORN_DC2,SNxx21,12,22,10613,34,0
ORN_DC2,JO-B3,12,22,10613,34,0
JO-B1_a,SNpp12,19,15,10613,34,0
JO-B1_a,PhG8,19,15,10613,34,0
SNxx21,SNpp37,22,12,10613,34,0
SNxx21,ORN_VC4,22,12,10613,34,0
SNxx21,b2 MN,22,12,10613,34,0
SNpp05,SNxx28,17,17,10613,34,0
SNpp05,ORN_VM5v,17,17,10613,34,0
SNpp05,SNpp31,17,17,10613,34,0
SNpp05,SNpp17,17,17,10613,34,0
SNpp05,SNpp01,17,17,10613,34,0
LN-DN1,SNpp02,10,24,10613,34,0
ORN_DM4,SNpp02,10,24,10613,34,0
JO-B3,SNpp37,22,12,10613,34,0
JO-B3,ORN_VC4,22,12,10613,34,0
JO-B3,b2 MN,22,12,10613,34,0
SNpp02,ORN_DM6,24,10,10613,34,0
SNpp02,ORN_VA3,24,10,10613,34,0
SNxx28,ORN_VM5v,17,17,10613,34,0
SNxx28,SNpp31,17,17,10613,34,0
SNxx28,SNpp17,17,17,10613,34,0
SNxx28,SNpp01,17,17,10613,34,0
ORN_VM5v,SNpp31,17,17,10613,34,0
ORN_VM5v,SNpp17,17,17,10613,34,0
ORN_VM5v,SNpp01,17,17,10613,34,0
SNta13,SNpp12,19,15,10613,34,0
SNta13,PhG8,19,15,10613,34,0
"SNta04,SNta11",ORN_DA3,29,5,10613,34,0
SNpp11,DNx01,16,18,10613,34,0
SNpp31,SNpp17,17,17,10613,34,0
SNpp31,SNpp01,17,17,10613,34,0
ALBN1,DNx01,16,18,10613,34,0
ENS5,DNx01,16,18,10613,34,0
dorsal_tpGRN,DNx01,16,18,10613,34,0
ORN_DL3,SNta33,7,27,10613,34,0
SNta33,ORN_DM3,27,7,10613,34,0
DNx01,JO-CA2,18,16,10613,34,0
SNpp17,SNpp01,17,17,10613,34,0
SNxx08,R7d,20,13,10614,33,0
SNxx08,LgLG6,20,13,10614,33,0
SNxx08,ORN_DM2,20,13,10614,33,0
SNxx08,DNg20,20,13,10614,33,0
SNxx08,SNxx06,20,13,10614,33,0
SNxx08,SNpp15,20,13,10614,33,0
SNxx08,ORN_DA2,20,13,10614,33,0
SNxx08,PhG16,20,13,10614,33,0
SNxx08,SNpp18,20,13,10614,33,0
SNxx08,LgAG8,20,13,10614,33,0
R7_unclear,TRN_VP3a,15,18,10614,33,0
R7_unclear,TRN_VP2,15,18,10614,33,0
R7_unclear,aPhM2b,15,18,10614,33,0
R7_unclear,ORN_VC1,15,18,10614,33,0
R7_unclear,ORN_VM7d,15,18,10614,33,0
R7_unclear,LgAG2,15,18,10614,33,0
R7_unclear,DNx01,15,18,10614,33,0
TPMN2,LgLG7,26,7,10614,33,0
TPMN2,DNg83,26,7,10614,33,0
TPMN2,ORN_DL3,26,7,10614,33,0
TPMN2,ORN_DM3,26,7,10614,33,0
R7y,aPhM1,11,22,10614,33,0
R7y,BM_Vt_PoOc,11,22,10614,33,0
R7y,PhG9,11,22,10614,33,0
R7y,ORN_DC1,11,22,10614,33,0
R7y,SNpp62,11,22,10614,33,0
R7y,SNpp58,11,22,10614,33,0
R7y,SNxx19,11,22,10614,33,0
R7y,SNxx21,11,22,10614,33,0
R7y,JO-B3,11,22,10614,33,0
R7p,aPhM1,11,22,10614,33,0
R7p,BM_Vt_PoOc,11,22,10614,33,0
R7p,PhG9,11,22,10614,33,0
R7p,ORN_DC1,11,22,10614,33,0
R7p,SNpp62,11,22,10614,33,0
R7p,SNpp58,11,22,10614,33,0
R7p,SNxx19,11,22,10614,33,0
R7p,SNxx21,11,22,10614,33,0
R7p,JO-B3,11,22,10614,33,0
R7d,GNG644,13,20,10614,33,0
R7d,ORN_DL5,13,20,10614,33,0
R7d,WG2,13,20,10614,33,0
R7d,LgAG3,13,20,10614,33,0
R7d,PhG1b,13,20,10614,33,0
R7d,BM_vOcci_vPoOr,13,20,10614,33,0
R7d,LB1e,13,20,10614,33,0
R7d,SNxx30,13,20,10614,33,0
LgLG6,GNG644,13,20,10614,33,0
LgLG6,ORN_DL5,13,20,10614,33,0
LgLG6,WG2,13,20,10614,33,0
LgLG6,LgAG3,13,20,10614,33,0
LgLG6,PhG1b,13,20,10614,33,0
LgLG6,BM_vOcci_vPoOr,13,20,10614,33,0
LgLG6,LB1e,13,20,10614,33,0
LgLG6,SNxx30,13,20,10614,33,0
aPhM4,GNG654,19,14,10614,33,0
aPhM4,HRN_VP5,19,14,10614,33,0
aPhM4,LB4b,19,14,10614,33,0
aPhM4,SNxx24,19,14,10614,33,0
aPhM4,ORN_VC5,19,14,10614,33,0
aPhM4,PhG4,19,14,10614,33,0
aPhM4,SNpp06,19,14,10614,33,0
aPhM4,BM_MaPa,19,14,10614,33,0
aPhM4,PhG14,19,14,10614,33,0
aPhM4,SNpp56,19,14,10614,33,0
aPhM4,JO-B2,19,14,10614,33,0
aPhM4,JO-B1_c,19,14,10614,33,0
R8p,aPhM1,11,22,10614,33,0
R8p,BM_Vt_PoOc,11,22,10614,33,0
R8p,PhG9,11,22,10614,33,0
R8p,ORN_DC1,11,22,10614,33,0
R8p,SNpp62,11,22,10614,33,0
R8p,SNpp58,11,22,10614,33,0
R8p,SNxx19,11,22,10614,33,0
R8p,SNxx21,11,22,10614,33,0
R8p,JO-B3,11,22,10614,33,0
aPhM1,SNxx09,22,11,10614,33,0
aPhM1,LgLG2,22,11,10614,33,0
aPhM1,R8_unclear,22,11,10614,33,0
aPhM1,LB1a,22,11,10614,33,0
aPhM1,SNpp21,22,11,10614,33,0
aPhM1,ORN_VM7v,22,11,10614,33,0
aPhM1,ORN_DL1,22,11,10614,33,0
SNxx09,BM_Vt_PoOc,11,22,10614,33,0
SNxx09,PhG9,11,22,10614,33,0
SNxx09,ORN_DC1,11,22,10614,33,0
SNxx09,SNpp62,11,22,10614,33,0
SNxx09,SNpp58,11,22,10614,33,0
SNxx09,SNxx19,11,22,10614,33,0
SNxx09,SNxx21,11,22,10614,33,0
SNxx09,JO-B3,11,22,10614,33,0
LB3b,GNG642,17,16,10614,33,0
LB3b,ORN_V,17,16,10614,33,0
LB3b,PhG10,17,16,10614,33,0
LB3b,ORN_VL1,17,16,10614,33,0
LB3b,LgLG4,17,16,10614,33,0
LB3b,ORN_VM5d,17,16,10614,33,0
LB3b,SNpp11,17,16,10614,33,0
LB3b,ALBN1,17,16,10614,33,0
LB3b,ENS5,17,16,10614,33,0
LB3b,dorsal_tpGRN,17,16,10614,33,0
LB3b,JO-CA2,17,16,10614,33,0
BM_Vt_PoOc,LgLG2,22,11,10614,33,0
BM_Vt_PoOc,R8_unclear,22,11,10614,33,0
BM_Vt_PoOc,LB1a,22,11,10614,33,0
BM_Vt_PoOc,SNpp21,22,11,10614,33,0
BM_Vt_PoOc,ORN_VM7v,22,11,10614,33,0
BM_Vt_PoOc,ORN_DL1,22,11,10614,33,0
GNG644,ORN_DM2,20,13,10614,33,0
GNG644,DNg20,20,13,10614,33,0
GNG644,SNxx06,20,13,10614,33,0
GNG644,SNpp15,20,13,10614,33,0
GNG644,ORN_DA2,20,13,10614,33,0
GNG644,PhG16,20,13,10614,33,0
GNG644,SNpp18,20,13,10614,33,0
GNG644,LgAG8,20,13,10614,33,0
R8y,WG4,10,23,10614,33,0
R8y,ORN_D,10,23,10614,33,0
LgLG5,LB3c,8,25,10614,33,0
LgLG5,SNxx26,8,25,10614,33,0
LgLG5,ORN_VA2,8,25,10614,33,0
JO-A3,ENS3,21,12,10614,33,0
JO-A3,ORN_VM4,21,12,10614,33,0
JO-A3,ENS1,21,12,10614,33,0
JO-A3,PhG13,21,12,10614,33,0
JO-A3,ORN_DC2,21,12,10614,33,0
JO-A3,SNpp37,21,12,10614,33,0
JO-A3,ORN_VC4,21,12,10614,33,0
JO-A3,b2 MN,21,12,10614,33,0
SNpp23,R8d,30,3,10614,33,0
WG1,TRN_VP3a,15,18,10614,33,0
WG1,TRN_VP2,15,18,10614,33,0
WG1,aPhM2b,15,18,10614,33,0
WG1,ORN_VC1,15,18,10614,33,0
WG1,ORN_VM7d,15,18,10614,33,0
WG1,LgAG2,15,18,10614,33,0
WG1,DNx01,15,18,10614,33,0
SNta14,ORN_DA3,28,5,10614,33,0
LgLG2,PhG9,11,22,10614,33,0
LgLG2,ORN_DC1,11,22,10614,33,0
LgLG2,SNpp62,11,22,10614,33,0
LgLG2,SNpp58,11,22,10614,33,0
LgLG2,SNxx19,11,22,10614,33,0
LgLG2,SNxx21,11,22,10614,33,0
LgLG2,JO-B3,11,22,10614,33,0
TRN_VP3a,LgAG9,18,15,10614,33,0
TRN_VP3a,ORN_VA1d,18,15,10614,33,0
TRN_VP3a,SNpp57,18,15,10614,33,0
TRN_VP3a,LB1b,18,15,10614,33,0
TRN_VP3a,SNpp12,18,15,10614,33,0
TRN_VP3a,PhG8,18,15,10614,33,0
LgLG8,TRN_VP1m,9,24,10614,33,0
LgLG8,SNpp02,9,24,10614,33,0
LB3c,HBeyelet,25,8,10614,33,0
LB3c,PhG1a,25,8,10614,33,0
ORN_VM6v,ENS3,21,12,10614,33,0
ORN_VM6v,ORN_VM4,21,12,10614,33,0
ORN_VM6v,ENS1,21,12,10614,33,0
ORN_VM6v,PhG13,21,12,10614,33,0
ORN_VM6v,ORN_DC2,21,12,10614,33,0
ORN_VM6v,SNpp37,21,12,10614,33,0
ORN_VM6v,ORN_VC4,21,12,10614,33,0
ORN_VM6v,b2 MN,21,12,10614,33,0
ENS2,ORN_DA3,28,5,10614,33,0
ORN_DP1l,ORN_DA3,28,5,10614,33,0
LB3a,GNG654,19,14,10614,33,0
LB3a,HRN_VP5,19,14,10614,33,0
LB3a,LB4b,19,14,10614,33,0
LB3a,SNxx24,19,14,10614,33,0
LB3a,ORN_VC5,19,14,10614,33,0
LB3a,PhG4,19,14,10614,33,0
LB3a,SNpp06,19,14,10614,33,0
LB3a,BM_MaPa,19,14,10614,33,0
LB3a,PhG14,19,14,10614,33,0
LB3a,SNpp56,19,14,10614,33,0
LB3a,JO-B2,19,14,10614,33,0
LB3a,JO-B1_c,19,14,10614,33,0
TRN_VP1m,LB4a,24,9,10614,33,0
TRN_VP1m,PhG3,24,9,10614,33,0
TRN_VP1m,SApp21,24,9,10614,33,0
TRN_VP1m,LgAG6,24,9,10614,33,0
TRN_VP1m,tpn MN,24,9,10614,33,0
TRN_VP1m,JO-B4_a,24,9,10614,33,0
PhG9,R8_unclear,22,11,10614,33,0
PhG9,LB1a,22,11,10614,33,0
PhG9,SNpp21,22,11,10614,33,0
PhG9,ORN_VM7v,22,11,10614,33,0
PhG9,ORN_DL1,22,11,10614,33,0
R8_unclear,ORN_DC1,11,22,10614,33,0
R8_unclear,SNpp62,11,22,10614,33,0
R8_unclear,SNpp58,11,22,10614,33,0
R8_unclear,SNxx19,11,22,10614,33,0
R8_unclear,SNxx21,11,22,10614,33,0
R8_unclear,JO-B3,11,22,10614,33,0
WG4,HRN_VP1l,23,10,10614,33,0
WG4,PhG6,23,10,10614,33,0
WG4,LN-DN1,23,10,10614,33,0
WG4,ORN_DM4,23,10,10614,33,0
WG4,ORN_DM6,23,10,10614,33,0
WG4,ORN_VA3,23,10,10614,33,0
ORN_DM1,LgLG7,26,7,10614,33,0
ORN_DM1,DNg83,26,7,10614,33,0
ORN_DM1,ORN_DL3,26,7,10614,33,0
ORN_DM1,ORN_DM3,26,7,10614,33,0
ORN_DC1,LB1a,22,11,10614,33,0
ORN_DC1,SNpp21,22,11,10614,33,0
ORN_DC1,ORN_VM7v,22,11,10614,33,0
ORN_DC1,ORN_DL1,22,11,10614,33,0
GNG642,ORN_VA1v,16,17,10614,33,0
GNG642,JO-A1,16,17,10614,33,0
GNG642,SNpp05,16,17,10614,33,0
GNG642,SNxx28,16,17,10614,33,0
GNG642,ORN_VM5v,16,17,10614,33,0
GNG642,SNpp31,16,17,10614,33,0
GNG642,SNpp17,16,17,10614,33,0
GNG642,SNpp01,16,17,10614,33,0
ORN_DM2,ORN_DL5,13,20,10614,33,0
ORN_DM2,WG2,13,20,10614,33,0
ORN_DM2,LgAG3,13,20,10614,33,0
ORN_DM2,PhG1b,13,20,10614,33,0
ORN_DM2,BM_vOcci_vPoOr,13,20,10614,33,0
ORN_DM2,LB1e,13,20,10614,33,0
ORN_DM2,SNxx30,13,20,10614,33,0
GNG654,SNpp35,14,19,10614,33,0
GNG654,LgAG5,14,19,10614,33,0
GNG654,LgAG7,14,19,10614,33,0
GNG654,ORN_DL2d,14,19,10614,33,0
GNG654,JO-B1_a,14,19,10614,33,0
GNG654,SNta13,14,19,10614,33,0
TRN_VP2,LgAG9,18,15,10614,33,0
TRN_VP2,ORN_VA1d,18,15,10614,33,0
TRN_VP2,SNpp57,18,15,10614,33,0
TRN_VP2,LB1b,18,15,10614,33,0
TRN_VP2,SNpp12,18,15,10614,33,0
TRN_VP2,PhG8,18,15,10614,33,0
aPhM2b,LgAG9,18,15,10614,33,0
aPhM2b,ORN_VA1d,18,15,10614,33,0
aPhM2b,SNpp57,18,15,10614,33,0
aPhM2b,LB1b,18,15,10614,33,0
aPhM2b,SNpp12,18,15,10614,33,0
aPhM2b,PhG8,18,15,10614,33,0
JO-CL,R8d,30,3,10614,33,0
LgAG9,ORN_VC1,15,18,10614,33,0
LgAG9,ORN_VM7d,15,18,10614,33,0
LgAG9,LgAG2,15,18,10614,33,0
LgAG9,DNx01,15,18,10614,33,0
ORN_DL5,DNg20,20,13,10614,33,0
ORN_DL5,SNxx06,20,13,10614,33,0
ORN_DL5,SNpp15,20,13,10614,33,0
ORN_DL5,ORN_DA2,20,13,10614,33,0
ORN_DL5,PhG16,20,13,10614,33,0
ORN_DL5,SNpp18,20,13,10614,33,0
ORN_DL5,LgAG8,20,13,10614,33,0
ENS3,SNxx17,12,21,10614,33,0
ENS3,ORN_DL2v,12,21,10614,33,0
SNpp41,R8d,30,3,10614,33,0
SNpp35,HRN_VP5,19,14,10614,33,0
SNpp35,LB4b,19,14,10614,33,0
SNpp35,SNxx24,19,14,10614,33,0
SNpp35,ORN_VC5,19,14,10614,33,0
SNpp35,PhG4,19,14,10614,33,0
SNpp35,SNpp06,19,14,10614,33,0
SNpp35,BM_MaPa,19,14,10614,33,0
SNpp35,PhG14,19,14,10614,33,0
SNpp35,SNpp56,19,14,10614,33,0
SNpp35,JO-B2,19,14,10614,33,0
SNpp35,JO-B1_c,19,14,10614,33,0
WG2,DNg20,20,13,10614,33,0
WG2,SNxx06,20,13,10614,33,0
WG2,SNpp15,20,13,10614,33,0
WG2,ORN_DA2,20,13,10614,33,0
WG2,PhG16,20,13,10614,33,0
WG2,SNpp18,20,13,10614,33,0
WG2,LgAG8,20,13,10614,33,0
LgAG3,DNg20,20,13,10614,33,0
LgAG3,SNxx06,20,13,10614,33,0
